,Country/region,Site,Site id,Depth (m),svo (kN/m2),s¢vo (kN/m2),s¢p (kN/m2),OCR ,LL (%) ,PL (%),PI (%) ,w (%) ,LI ,qc (kN/m2),qt (kN/m2),u0 (kN/m2),u2 (kN/m2),Bq ,St,"su,CIUC/s¢v0 ","su,CIUC (kN/m2)","su,CK0UC/s¢v0 ","su,CK0UC (kN/m2)","su,DSS/s¢v0 ","su,DSS (kN/m2)","su,CIUE/s¢v0 ","su,CIUE (kN/m2)","su,CK0UE/s¢v0 ","su,CK0UE (kN/m2)","su,UU/s¢v0 ","su,UU (kN/m2)","remolded su,UU (kN/m2)","su,UC/s¢v0 ","su,UC (kN/m2)","remolded su,UC (kN/m2)","su,VST/s¢v0 ","su,VST (kN/m2)","remolded su,VST (kN/m2)",Remolded su (kN/m2),su(mob)/s¢v0 ,su(mob) (kN/m2),su_mean,type
1350,Sweden,Gothenburg,222.0,38.0,,603.9036,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.129494477,78.2021808,13.1433399,13.1433399,,,26.154588769249997,
1351,Sweden,Gothenburg,222.0,40.0,,647.46,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,0.125111061,81.0044073,10.8285723,10.8285723,,,25.69666574025,
1352,Sweden,Gothenburg,222.0,42.0,,659.232,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,0.138585863,91.3602357,14.483484,14.483484,,,30.116447390750004,
1353,Sweden,Gothenburg,222.0,44.0,,703.5732,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,0.228346626,160.6585662,14.6053242,14.6053242,,,47.5243903065,
1354,Sweden,Gothenburg,222.0,46.0,,735.5538,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,0.130665778,96.1117092,16.4328291,16.4328291,,,32.2770082945,
1355,Sweden,Gothenburg,222.0,48.0,,767.5344,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,0.13283998,101.959254,14.2398036,14.2398036,,,32.642925295,
1356,Sweden,Gothenburg,222.0,50.0,,804.42,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,0.136896341,110.122155,12.235795,12.235795,,,33.68266033525,
1357,Sweden,Gothenburg,754.0,4.0,,60.4296,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.310501623,18.7634889,4.15045404,4.15045404,,,6.84372465075,
1358,Sweden,Gothenburg,754.0,6.0,,93.5874,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,0.169066038,15.8224509,3.41521416,3.41521416,,,5.705486314500001,
1359,Sweden,Gothenburg,754.0,8.0,,123.9984,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.127602057,15.8224509,1.02566493,1.02566493,,,4.500345704250001,
1360,Sweden,Gothenburg,754.0,10.0,,152.055,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,0.135487742,20.6015886,2.86377444,2.86377444,,,6.6161563055,
1361,Sweden,Gothenburg,754.0,12.0,,190.7064,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,0.13887037,26.4834684,2.86377444,2.86377444,,,8.0874719125,
1362,Sweden,Gothenburg,754.0,14.0,,212.877,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,0.15635576,33.2845452,3.41521416,3.41521416,,,10.067832319999997,
1363,Sweden,Gothenburg,754.0,15.0,,228.8673,,,,,,,,,,,,,6.732355975,,,,,,,,,,,,,,,,,0.141014145,32.2735266,4.79379384,4.79379384,,,10.500532106249999,
1364,Sweden,Gothenburg,754.0,16.0,,244.8576,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,0.140062901,34.2954657,4.79379384,4.79379384,,,11.00577907025,
1365,Sweden,Gothenburg,754.0,18.0,,277.2306,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,0.141277778,39.1665231,3.87473418,3.87473418,,,11.764317309499999,
1366,Sweden,Gothenburg,754.0,19.0,,292.6323,,,,,,,,,,,,,11.18426753,,,,,,,,,,,,,,,,,0.14106537,41.2802838,3.69092421,3.69092421,,,12.200799397499999,
1367,Sweden,Gothenburg,754.0,20.0,,308.034,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.133713694,41.1883641,5.89666347,5.89666347,,,13.2788511835,
1368,Sweden,Gothenburg,754.0,22.0,,343.1538,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,0.128331618,44.0374824,3.87473418,3.87473418,,,12.978820594499998,
1369,Sweden,Gothenburg,754.0,24.0,,374.3496,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,0.128439727,48.0813606,3.87473418,3.87473418,,,13.989817171749998,
1370,Sweden,Gothenburg,754.0,26.0,,413.1972,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,0.135047721,55.8013401,5.43713364,5.43713364,,,16.70266377525,
1371,Sweden,Gothenburg,754.0,28.0,,444.9816,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,0.124162257,55.24992,4.97760381,4.97760381,,,16.332322469250002,
1372,Sweden,Gothenburg,754.0,30.0,,470.88,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,0.182835125,86.09340366,7.82667306,7.82667306,,,25.482396226250003,
1373,Sweden,Gothenburg,754.0,32.0,,499.1328,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,0.164170794,81.9430281,8.19430281,8.19430281,,,24.6239511285,
1374,Sweden,Gothenburg,754.0,34.0,,526.9932,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
1375,Sweden,Halan,755.0,2.0,,38.0628,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,0.11885567,4.5239796,0.30159864,0.381149485,14.5076166,1.05141618,0.30159864,0.11885567,4.5239796,2.869894453888889,
1376,Sweden,Halan,755.0,3.0,,56.3094,,,,,,,,,,,,,37.12238667,,,,,,,,,,,,,,,,,0.311601045,17.5460679,0.472654629,0.472654629,,,4.7007445507500005,
1377,Sweden,Halan,755.0,4.0,,74.556,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,0.081379737,6.06734766,0.466719051,0.170005263,12.6749124,0.954955431,0.466719051,0.081379737,6.06734766,3.0034184433333326,
1378,Sweden,Halan,755.0,5.0,,91.7235,,,,,,,,,,,,,24.91311282,,,,,,,,,,,,,,,,,0.18077754,16.5815487,0.665575146,0.665575146,,,4.523369132999999,
1379,Sweden,Halan,755.0,6.0,,108.891,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,0.065020811,7.08018111,0.393343395,0.152718919,16.6297158,0.954955431,0.393343395,0.065020811,7.08018111,3.6460534202222217,
1380,Sweden,Halan,755.0,7.0,,123.5079,,,,,,,,,,,,,32.3291632,,,,,,,,,,,,,,,,,0.199468626,24.6359511,0.762034914,0.762034914,,,6.589872388500001,
1381,Sweden,Halan,755.0,8.0,,138.1248,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,0.080240767,11.0832399,0.357523868,0.171027088,23.62308233,0.762034914,0.357523868,0.080240767,11.0832399,5.288683711333333,
1382,Sweden,Halan,755.0,9.0,,155.8809,,,,,,,,,,,,,25.52378508,,,,,,,,,,,,,,,,,0.132672121,20.6810496,0.810265779,0.810265779,,,5.608563319750001,
1383,Sweden,Halan,755.0,10.0,,173.637,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,0.076885311,13.3501347,0.251889334,0.209378531,36.35586,0.762034914,0.251889334,0.076885311,13.3501347,7.187232459444443,
1384,Sweden,Halan,755.0,12.0,,207.1872,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,0.060710227,12.578382,0.33995627,0.165696496,34.3301931,0.954955431,0.33995627,0.060710227,12.578382,6.823215780111112,
1385,Sweden,Hagadal,756.0,3.0,,59.4486,,,,,,23.0,,,,,,,9.0,,,,,,,,,,,,,,0.29109571,17.3052324,1.9228036,0.330828383,19.6672842,5.62671189,1.9228036,0.29109571,17.3052324,7.184787543666668,
1386,Sweden,Hagadal,756.0,4.0,,73.7712,,,,,,30.0,,,,,,,8.0,,,,,,,,,,,,,,0.128448803,9.47582235,1.184477794,0.220351064,16.2555624,3.04605405,1.184477794,0.128448803,9.47582235,4.566607267555555,
1387,Sweden,Hagadal,756.0,5.0,,87.309,,,42.0,20.0,22.0,42.0,1.0,,,,,,13.0,,,,,,,,,,,,,,0.084485056,7.37630577,0.567408136,0.115546067,10.0882116,1.12148901,0.567408136,0.084485056,7.37630577,3.0424049556666666,CL
1388,Sweden,Hagadal,756.0,7.0,,118.7991,,,48.4,21.2,27.2,46.0,0.911764706,,,,,,5.0,,,,,,,,,,,,,,0.066508836,7.90118982,1.580237964,0.102958712,12.2314023,2.91483549,1.580237964,0.066508836,7.90118982,3.8161188602222222,CL
1389,Sweden,Hagadal,756.0,10.0,,163.827,,,58.0,23.0,35.0,54.0,0.885714286,,,,,,13.0,,,,,,,,,,,,,,0.080801198,13.2374178,1.018262908,0.11284012,18.4862583,2.25873288,1.018262908,0.080801198,13.2374178,5.503421679111112,CH
1390,Sweden,Hagadal,756.0,13.0,,200.2221,,,68.8,25.4,43.4,66.0,0.935483871,,,,,,7.0,,,,,,,,,,,,,,0.068516903,13.7185983,1.959799757,0.112863792,22.5978255,2.91483549,1.959799757,0.068516903,13.7185983,6.34659496688889,CH
1391,Sweden,Hagadal,756.0,16.0,,240.1488,,,72.2,26.8,45.4,72.0,0.995594714,,,,,,8.0,,,,,,,,,,,,,,0.065321487,15.6868767,1.960859588,0.094099265,22.5978255,1.90881018,1.960859588,0.065321487,15.6868767,6.669650054999999,CH
1392,Sweden,Hagadal,756.0,19.0,,296.3601,,,60.8,26.2,34.6,62.0,1.034682081,,,,,,11.0,,,,,,,,,,,,,,,,,0.092928832,27.5403978,2.78360712,2.78360712,0.082065159,24.32083862,9.6005741085,CH
1393,Sweden,Hagadal,756.0,20.0,,325.692,,,57.0,26.0,31.0,53.0,0.870967742,,,,,,7.0,,,,,,,,,,,,,,0.037823795,12.3189075,1.759843929,0.090737349,29.5524288,2.69613135,1.759843929,0.037823795,12.3189075,6.730271994111111,CH
1394,USA,,223.0,1.5665,,,,,38.8521,26.8433,12.0088,27.3731,0.044117647,,,,,,,,,,,,,,,,,,,,,,,,,18.544,18.544,,,18.544,ML
1395,USA,,223.0,3.04433,,,,,39.0287,27.9029,11.1258,44.8565,1.523809524,,,,,,5.745108479,,,,,,,,,,,,,,,,,,40.2473,7.00549,7.00549,,42.94963822,24.301979555000003,ML
1396,USA,,223.0,4.46305,,,,,50.5077,25.4305,25.0772,54.9227,1.176056338,,,,,,12.20835988,,,,,,,,,,,,,,,,,,40.2473,3.2967,3.2967,,38.24864072,21.27233518,CH
1397,USA,,223.0,6.08867,,,,,51.9205,28.4327,23.4878,59.1611,1.308270677,,,,,,21.55565981,,,,,,,,,,,,,,,,,,26.6484,1.23626,1.23626,,25.64925496,13.692543740000001,CH
1398,USA,,223.0,7.62562,,,,,54.0397,30.3753,23.6644,59.1611,1.21641791,,,,,,21.85717049,,,,,,,,,,,,,,,,,,21.0165,0.961538,0.961538,,20.19981472,10.78484768,MH
1399,USA,,223.0,9.10345,,,,,48.2119,30.3753,17.8366,61.457,1.742579864,,,,,,18.69994103,,,,,,,,,,,,,,,,,,25.6868,1.37363,1.37363,,25.89444075,13.5821251875,ML
1400,USA,,223.0,10.67,,,,,53.8631,33.0243,20.8388,68.521,1.703394629,,,,,,42.74994495,,,,,,,,,,,,,,,,,,23.489,0.549451,0.549451,,23.09938462,11.921821655,MH
1401,USA,,223.0,12.1773,,,,,51.9205,30.9051,21.0154,58.6313,1.319327731,,,,,,22.87505688,,,,,,,,,,,,,,,,,,25.1374,1.0989,1.0989,,24.68478188,13.00499547,MH
1402,USA,,223.0,13.7143,,,,,53.6865,30.1987,23.4878,73.9956,1.864665912,,,,,,13.61542468,,,,,,,,,,,,,,,,,,24.3132,1.78571,1.78571,,23.40161006,12.821557514999999,MH
1403,USA,,223.0,15.1921,,,,,50.1545,31.6115,18.543,65.6954,1.838100631,,,,,,12.78568754,,,,,,,,,,,,,,,,,,24.5879,1.92308,1.92308,,24.64159318,13.268913295,MH
1404,USA,,223.0,16.8177,,,,,39.5585,27.5497,12.0088,61.9868,2.867655386,,,,,,12.91667425,,,,,,,,,,,,,,,,,,21.2912,1.64835,1.64835,,22.54853624,11.78410906,ML
1405,USA,,223.0,18.2956,,,,,54.2163,28.2561,25.9602,65.5188,1.435378002,,,,,,11.39999223,,,,,,,,,,,,,,,,,,23.489,2.06044,2.06044,,22.16661668,12.44412417,CH
1406,USA,,223.0,19.8621,,,,,57.5717,27.1965,30.3752,61.2804,1.122096315,,,,,,14.38464252,,,,,,,,,,,,,,,,,,25.6868,1.78571,1.78571,,23.42034836,13.16964209,CH
1407,USA,,223.0,21.3103,,,,,42.7373,17.8366,24.9007,56.3355,1.546097098,,,,,,9.192312323,,,,,,,,,,,,,,,,,,32.8297,3.57143,3.57143,,31.2432947,17.803963675,CL
1408,USA,,224.0,2.69741,,,,,,,,,,,,,,,,,19.8874,,,,45.617,,,,,,,,,,,,,,,,36.4936,33.99933333333333,
1409,USA,,224.0,3.33799,,,,,,,,,,,,,,,,,,,,,43.5689,,,,,,,,,,,,,,,,34.85512,39.21201,
1410,USA,,224.0,4.24062,,27.56403,,,,,,,,,,,,,,1.000136772,27.5678,,,1.260203969,34.7363,,,,,,,,,,,2.128636487,58.6738,,,1.169375228,32.23269387,19.84611829075,
1411,USA,,224.0,5.43443,,,,,,,,,,,,,,,,,,,41.0087,,23.5996,,,,,,,,,,,,38.7046,,,,18.87968,30.548144999999998,
1412,USA,,224.0,6.13324,,39.86606,,,,,,,,,,,,,,0.652979,26.0317,,,0.50527692,20.1434,,,,,,,,,,,0.781419082,31.1521,,,0.46885927,18.6915718,12.303413259,
1413,USA,,224.0,6.71558,,,,,,,,,,,,,,,,,,,35.7604,,,,,,,,,,,,,,34.4803,,,,,35.12035,
1414,USA,,224.0,7.26881,,47.247265,,,,,,,,,,,,,,0.621411631,29.36,,,0.485943472,22.9595,,,,,,,,,,,0.732493193,34.6083,,,0.450919274,21.30470242,13.81540874875,
1415,USA,,224.0,7.55998,,49.13987,,,,,,,,,,,,,,0.576637667,28.3359,,,,,,,,,,,,,,,0.704281472,34.6083,,,0.397819346,19.54879094,14.028621570833335,
1416,USA,,224.0,8.49173,,55.196245,,,,,,,,,,,,,,0.53423924,29.488,,,0.385812477,21.2954,,,,,,,,,,,0.575983022,31.7921,,,0.358005184,19.76054182,13.023760217875003,
1417,USA,,224.0,9.07407,,58.981455,,,,,,,,,,,,,,0.489101193,28.8479,,,,,,,,,,,,,,,0.515144972,30.384,,,0.295226598,17.41289431,12.990711178833331,
1418,USA,,224.0,10.3843,,67.49795,,,,,,,,,,,,,,0.489973399,33.0722,,,,,,,,,,,,,,,0.516523835,34.8643,,,0.296248824,19.9961883,14.872572393,
1419,USA,,224.0,12.1314,,78.8541,,,,,,,,,,,,,,0.469734611,37.0405,,,,,,,,,,,,,,,0.391813488,30.8961,,,0.272528964,21.4900262,15.093450543833335,
1420,USA,,224.0,13.4416,,87.3704,,,,,,,,,,,,,,0.426877982,37.2965,,,,,,,,,,,,,,,0.388784989,33.9683,,,0.222300994,19.4225268,15.287548460833333,
1421,USA,,224.0,13.9949,,90.96685,,,,,,,,,,,,,,0.432515801,39.3446,,,,,,,,,,,,,,,0.350898157,31.9201,,,0.228908519,20.8230869,15.516684896166666,
1422,USA,,224.0,15.3051,,99.48315,,,,,,,,,,,,,,0.383909235,38.1925,,,,,,,,,,,,,,,0.329866917,32.8162,,,0.230345541,22.9155,15.811386948833336,
1423,USA,,224.0,16.4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.232,,,,,29.232,
1424,USA,,224.0,17.1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9759,,,,,28.9759,
1425,USA,,224.0,18.3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2483,,,,,35.2483,
1426,USA,,224.0,19.5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4081,,,,,31.4081,
1427,USA,,225.0,,,,,1.80534,,,,,,,,,,,,,,,,0.265329,,,,,,,,,,,,,,,,0.246205509,,0.2557672545,
1428,USA,,225.0,,,,,2.12709,,,,,,,,,,,,,,,,0.352038,,,,,,,,,,,,,,,,0.32666499,,0.339351495,
1429,USA,,225.0,,,,,2.13715,,,,,,,,,,,,,,,,0.314877,,,,,,,,,,,,,,,,0.292182355,,0.30352967750000004,
1430,USA,,225.0,,,,,2.43879,,,,,,,,,,,,,,,,0.342747,,,,,,,,,,,,,,,,0.318043635,,0.3303953175,
1431,USA,,225.0,,,,,2.44884,,,,,,,,,,,,,,,,0.30249,,,,,,,,,,,,,,,,0.280688144,,0.29158907199999995,
1432,USA,,225.0,,,,,2.84097,,,,,,,,,,,,,,,,0.383005,,,,,,,,,,,,,,,,0.355400055,,0.3692025275,
1433,USA,,225.0,,,,,3.40404,,,,,,,,,,,,,,,,0.407779,,,,,,,,,,,,,,,,0.378388478,,0.393083739,
1434,USA,,225.0,,,,,4.79159,,,,,,,,,,,,,,,,0.841323,,,,,,,,,,,,,,,,0.780684952,,0.8110039760000001,
1435,USA,,225.0,,,,,4.79159,,,,,,,,,,,,,,,,0.680292,,,,,,,,,,,,,,,,0.631260203,,0.6557761015,
1436,USA,,225.0,,,,,6.59138,,,,,,,,,,,,,,,,0.99616,,,,,,,,,,,,,,,,0.924362132,,0.9602610659999999,
1437,USA,,225.0,,,,,8.07947,,,,,,,,,,,,,,,,1.34919,,,,,,,,,,,,,,,,1.251947624,,1.3005688119999999,
1438,USA,,225.0,,,,,8.07947,,,,,,,,,,,,,,,,1.16648,,,,,,,,,,,,,,,,1.08240638,,1.12444319,
1439,USA,,226.0,,,,,1.41138,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238637,,,,,,0.238637,
1440,USA,,226.0,,,,,1.85431,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333972,,,,,,0.333972,
1441,USA,,226.0,,,,,2.32346,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615365,,,,,,0.615365,
1442,USA,,226.0,,,,,2.32944,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505533,,,,,,0.505533,
1443,USA,,226.0,,,,,2.46492,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572907,,,,,,0.572907,
1444,USA,,226.0,,,,,2.73175,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63776,,,,,,0.63776,
1445,USA,,226.0,,,,,2.73175,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599087,,,,,,0.599087,
1446,USA,,226.0,,,,,3.38114,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.655089,,,,,,0.655089,
1447,USA,,226.0,,,,,4.29384,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.871957,,,,,,0.871957,
1448,USA,,226.0,,,,,4.68585,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962027,,,,,,0.962027,
1449,USA,,226.0,,,,,6.94268,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12961,,,,,,3.12961,
1450,USA,,226.0,,,,,7.63514,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17238,,,,,,6.17238,
1451,USA,,226.0,,,,,8.52713,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28369,,,,,,6.28369,
1452,USA,,226.0,,,,,9.52332,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58084,,,,,,7.58084,
1453,USA,,226.0,,,,,6.94467,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5309,,,,,,3.5309,
1454,USA,,226.0,,,,,7.6199,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09215,,,,,,5.09215,
1455,USA,,226.0,,,,,8.51132,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79182,,,,,,8.79182,
1456,USA,,226.0,,,,,8.52652,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77006,,,,,,9.77006,
1457,USA,,226.0,,,,,9.49007,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41295,,,,,,9.41295,
1458,Singapore,SAC,227.0,14.4781,,,,,60.7952,22.9989,37.7963,45.2091,0.587628948,,,,,,,,,,,,,,,,,,,,,40.954,,,,,,,40.954,40.954,CH
1459,Singapore,SAC,227.0,16.036,,,,,65.8607,22.9989,42.8618,50.2746,0.636363848,,,,,,,,,,,,,,,,,,,,,20.1776,,,34.651,,,,20.1776,25.002066666666668,CH
1460,Singapore,SAC,227.0,17.5089,,,,,74.0434,24.5575,49.4859,57.678,0.669291657,,,,,,,,,,,,,,,,,,,,,31.6163,,,26.9474,,,,31.6163,30.06,CH
1461,Singapore,SAC,227.0,19.095,,,,,75.602,23.7782,51.8238,58.8469,0.676691018,,,,,,,,,,,,,,,,,,,,,29.9822,,,40.0202,,,,29.9822,33.3282,CH
1462,Singapore,SAC,227.0,20.4829,,,,,75.9917,22.9989,52.9928,55.7297,0.617646171,,,,,,,,,,,,,,,,,,,,,23.4458,,,44.4556,,,,23.4458,30.449066666666663,CH
1463,Singapore,SAC,227.0,22.0408,,,,,83.0054,24.5575,58.4479,59.2366,0.59333355,,,,,,,,,,,,,,,,,,,,,31.1494,,,58.4622,,,,31.1494,40.25366666666667,CH
1464,Singapore,SAC,227.0,23.4854,,,,,76.3813,22.9989,53.3824,53.0021,0.562042921,,,,,,,,,,,,,,,,,,,,,29.0484,,,53.7934,,,,29.0484,37.296733333333336,CH
1465,Singapore,SAC,227.0,25.0432,,,,,75.2124,22.9989,52.2135,53.3918,0.582088923,,,,,,,,,,,,,,,,,,,,,38.1527,,,64.7652,,,,38.1527,47.02353333333334,CH
1466,Singapore,SAC,227.0,26.5444,,,,,75.9917,22.9989,52.9928,54.9504,0.602940399,,,,,,,,,,,,,,,,,,,,,48.4242,,,56.1278,,,,48.4242,50.992066666666666,CH
1467,Singapore,SAC,227.0,28.0173,,,,,50.6642,15.9851,34.6791,31.1816,0.438203414,,,,,,,,,,,,,,,,,,,,,43.7553,,,68.5003,,,,43.7553,52.00363333333333,CH
1468,Singapore,PT,228.0,5.75758,,,,,101.423,37.0037,64.4193,72.9588,0.558141737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Singapore,PT,228.0,6.89394,,,,,101.423,34.382,67.041,66.2172,0.474861652,,,,,,,,,,,,,,,,,,,,,41.8467,,,46.2628,,,,41.8467,43.318733333333334,
1470,Singapore,PT,228.0,7.6936,,,,,95.0562,33.633,61.4232,63.5955,0.487804282,,,,,,,,,,,,,,,,,,,,,58.1673,,,50.295,,,,58.1673,55.54319999999999,CH
1471,Singapore,PT,228.0,8.82997,,,,,92.4345,32.1348,60.2997,60.9738,0.478261086,,,,,,,,,,,,,,,,,,,,,,,,53.5591,,,,39.80867872,46.68388936,CH
1472,Singapore,PT,228.0,9.79798,,,,,83.4457,32.1348,51.3109,56.1049,0.467154152,,,,,,,,,,,,,,,,,,,,,39.3506,,,56.8233,,,,39.3506,45.17483333333333,CH
1473,Singapore,PT,228.0,10.8081,,,,,102.172,42.9963,59.1757,65.4682,0.379748782,,,,,,,,,,,,,,,,,,,,,45.8788,,,61.8155,,,,45.8788,51.19103333333334,
1474,Singapore,PT,228.0,11.734,,,,,35.5056,16.03,19.4756,21.2734,0.269229189,,,,,,,,,,,,,,,,,,,,,,,,63.9276,,,,63.57501337,63.751306685,CL
1475,Singapore,PT,228.0,12.7441,,,,,60.9738,19.4007,41.5731,30.6367,0.27027092,,,,,,,,,,,,,,,,,,,,,57.5913,,,,,,,57.5913,57.5913,CH
1476,Singapore,PT,228.0,14.7222,,,,,95.8052,27.2659,68.5393,60.2247,0.480874476,,,,,,,,,,,,,,,,,,,,,52.2151,,,,,,,52.2151,52.2151,CH
1477,Singapore,PT,228.0,15.7323,,,,,92.0599,33.2584,58.8015,60.9738,0.471338316,,,,,,,,,,,,,,,,,,,,,53.5591,,,,,,,53.5591,53.5591,CH
1478,Singapore,PT,228.0,17.6263,,,,,93.9326,31.7603,62.1723,59.8502,0.451807316,,,,,,,,,,,,,,,,,,,,,69.1118,,,,,,,69.1118,69.1118,CH
1479,Singapore,PT,228.0,18.8047,,,,,95.0562,29.1386,65.9176,58.3521,0.443182094,,,,,,,,,,,,,,,,,,,,,58.3593,,,,,,,58.3593,58.3593,CH
1480,Singapore,PT,228.0,19.899,,,,,92.809,32.1348,60.6742,57.2285,0.413581061,,,,,,,,,,,,,,,,,,,,,133.818,,,,,,,133.818,133.818,CH
1481,Singapore,PT,228.0,20.8249,,,,,102.921,30.2622,72.6588,60.2247,0.412372624,,,,,,,,,,,,,,,,,,,,,130.746,,,,,,,130.746,130.746,
1482,Singapore,PT,228.0,22.803,,,,,96.5543,29.8876,66.6667,56.4794,0.398876801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH
1483,Singapore,PT,228.0,24.8232,,,,,86.8165,31.0112,55.8053,52.7341,0.38926231,,,,,,,,,,,,,,,,,,,,,109.817,,,,,,,109.817,109.817,CH
1484,Singapore,PT,228.0,26.5067,,,,,96.1798,29.5131,66.6667,54.6067,0.376403812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH
1485,Singapore,SAC,229.0,,,,,,,,34.001,,,,,,,,,,,,,,,,,,,,,,,,,0.177302,,,,0.157276194,,0.167289097,
1486,Singapore,SAC,229.0,,,,,,,,39.0702,,,,,,,,,,,,,,,,,,,,,,,,,0.137687,,,,0.11767757,,0.127682285,
1487,Singapore,SAC,229.0,,,,,,,,42.6558,,,,,,,,,,,,,,,,,,,,,,,,,0.120557,,,,0.100451294,,0.110504147,
1488,Singapore,SAC,229.0,,,,,,,,49.2087,,,,,,,,,,,,,,,,,,,,,,,,,0.181585,,,,0.144712333,,0.16314866649999998,
1489,Singapore,SAC,229.0,,,,,,,,51.4342,,,,,,,,,,,,,,,,,,,,,,,,,0.196574,,,,0.154393907,,0.1754839535,
1490,Singapore,SAC,229.0,,,,,,,,52.0524,,,,,,,,,,,,,,,,,,,,,,,,,0.101285,,,,0.079234677,,0.0902598385,
1491,Singapore,SAC,229.0,,,,,,,,52.547,,,,,,,,,,,,,,,,,,,,,,,,,0.181585,,,,0.141602123,,0.16159356149999998,
1492,Singapore,SAC,229.0,,,,,,,,53.2888,,,,,,,,,,,,,,,,,,,,,,,,,0.162313,,,,0.125974978,,0.144143989,
1493,Singapore,SAC,229.0,,,,,,,,53.4125,,,,,,,,,,,,,,,,,,,,,,,,,0.211563,,,,0.164069827,,0.1878164135,
1494,Singapore,SAC,229.0,,,,,,,,57.7399,,,,,,,,,,,,,,,,,,,,,,,,,0.204069,,,,0.154042715,,0.1790558575,
1495,Singapore,PT,229.0,,,,,,,,58.8526,,,,,,,,,,,,,,,,,,,,,,,,,0.168737,,,,0.12651267,,0.147624835,
1496,Singapore,PT,229.0,,,,,,,,58.8526,,,,,,,,,,,,,,,,,,,,,,,,,0.189079,,,,0.141764338,,0.165421669,
1497,Singapore,PT,229.0,,,,,,,,65.6528,,,,,,,,,,,,,,,,,,,,,,,,,0.167666,,,,0.120793096,,0.144229548,
1498,Singapore,PT,229.0,,,,,,,,65.6528,,,,,,,,,,,,,,,,,,,,,,,,,0.149465,,,,0.107680389,,0.1285726945,
1499,Singapore,PT,229.0,,,,,,,,65.7765,,,,,,,,,,,,,,,,,,,,,,,,,0.205139,,,,0.147686289,,0.1764126445,
1500,Singapore,PT,229.0,,,,,,,,68.6202,,,,,,,,,,,,,,,,,,,,,,,,,0.176231,,,,0.124868874,,0.150549937,
